id,title,pages_target,has_images,has_tables,has_equations
4774,Volcano,1,False,False,0
4775,Economics,1,True,True,0
4776,Sociology,1,True,True,0
4777,Urbanization,2,False,True,0
4778,Weather,3,False,True,0
4779,World War II,2,False,False,1
4780,Photosynthesis,3,False,True,0
4781,Machine learning,1,False,False,1
4782,United Nations,3,False,False,1
4783,Sociology,1,False,False,0
4784,United Nations,3,False,False,1
4785,Quantum mechanics,1,True,False,1
4786,Veganism,3,False,True,1
4787,Urbanization,1,True,True,1
4788,Sociology,3,True,False,1
4789,Algebra,3,False,False,0
4790,Statistics,3,True,True,1
4791,Renaissance,1,True,False,0
4792,World War II,3,True,True,0
4793,Economics,2,False,True,0
4794,Photosynthesis,3,True,False,0
4795,Urbanization,3,True,False,0
4796,Algebra,1,False,False,0
4797,Volcano,3,True,False,0
4798,United Nations,3,False,False,0
4799,Sociology,4,False,False,0
4800,Economics,2,False,False,1
4801,Virtual reality,4,True,False,0
4802,Algebra,3,False,True,1
4803,Renaissance,5,False,False,0
4804,United Nations,2,False,False,0
4805,United States,3,False,False,1
4806,Psychology,2,False,False,0
4807,United Nations,2,False,False,0
4808,Photosynthesis,3,True,True,0
4809,Blockchain,3,True,True,1
4810,Algebra,1,True,False,0
4811,Renaissance,2,False,True,0
4812,Virtual reality,3,False,False,0
4813,Economics,4,False,False,0
4814,United Nations,1,False,True,0
4815,Renaissance,1,False,True,0
4816,Machine learning,2,False,True,1
4817,Psychology,2,False,False,0
4818,Photosynthesis,1,False,False,0
4819,United States,4,True,True,0
4820,Economics,2,False,False,0
4821,Algebra,4,True,True,1
4822,Urbanization,3,False,False,0
4823,World War II,1,False,False,1
4824,United Nations,1,False,False,0
4825,United Nations,1,False,True,1
4826,Machine learning,2,False,False,0
4827,Blockchain,1,False,False,0
4828,Virtual reality,2,True,True,0
4829,Quantum mechanics,2,True,True,0
4830,Psychology,2,False,False,0
4831,Machine learning,4,False,False,0
4832,Quantum mechanics,2,True,True,0
4833,Virtual reality,2,True,False,1
4834,Renaissance,1,False,False,0
4835,United Nations,1,False,False,1
4836,Veganism,4,False,False,0
4837,United Nations,3,False,True,0
4838,Machine learning,5,True,False,1
4839,Machine learning,2,False,False,0
4840,United Nations,2,False,True,0
4841,Algebra,1,False,True,0
4842,Quantum mechanics,2,True,False,0
4843,Blockchain,4,False,False,0
4844,United Nations,4,True,False,0
4845,Algebra,2,False,False,0
4846,Blockchain,3,False,False,0
4847,Virtual reality,3,True,False,0
4848,Quantum mechanics,1,False,False,0
4849,United States,5,False,False,0
4850,United States,4,False,True,0
4851,Machine learning,1,False,False,1
4852,United Nations,2,True,True,0
4853,Weather,3,False,False,0
4854,Algebra,2,False,False,0
4855,Statistics,2,False,False,0
4856,Psychology,2,False,True,0
4857,Quantum mechanics,3,False,False,0
4858,Sociology,4,False,True,0
4859,Blockchain,4,False,False,1
4860,Quantum mechanics,2,True,False,1
4861,United States,2,True,False,0
4862,Virtual reality,3,False,False,0
4863,Photosynthesis,3,False,True,0
4864,Weather,3,True,False,0
4865,Sociology,2,False,False,1
4866,Volcano,3,True,True,0
4867,World War II,1,True,False,0
4868,Volcano,4,False,False,0
4869,Quantum mechanics,3,False,False,0
4870,Virtual reality,2,False,False,0
4871,Algebra,1,False,False,0
4872,Veganism,3,False,False,0
4873,Weather,4,False,False,1
4874,Veganism,1,False,False,0
4875,Psychology,3,False,False,1
4876,Photosynthesis,4,True,False,0
4877,Volcano,2,False,False,0
4878,Veganism,1,False,False,0
4879,Blockchain,4,False,False,0
4880,Urbanization,6,False,False,1
4881,Virtual reality,1,True,False,0
4882,Quantum mechanics,2,True,False,0
4883,Quantum mechanics,5,False,False,0
4884,Machine learning,1,True,False,0
4885,United Nations,5,False,True,0
4886,Volcano,4,False,False,1
4887,Volcano,2,False,False,0
4888,Virtual reality,2,True,False,1
4889,Psychology,3,False,True,0
4890,Volcano,2,False,True,0
4891,Urbanization,3,False,True,0
4892,Blockchain,2,True,False,0
4893,Urbanization,1,False,False,0
4894,Veganism,2,False,True,1
4895,Virtual reality,4,False,False,1
4896,United Nations,3,True,False,0
4897,Volcano,2,False,False,0
4898,Quantum mechanics,3,False,False,0
4899,Virtual reality,5,True,False,0
4900,Weather,5,False,False,0
4901,Veganism,4,False,True,0
4902,United Nations,6,True,False,0
4903,Virtual reality,5,True,True,1
4904,United States,1,False,False,1
4905,Psychology,4,False,False,1
4906,Quantum mechanics,2,True,False,0
4907,United Nations,5,False,False,0
4908,Veganism,2,True,True,1
4909,Algebra,3,True,False,0
4910,United Nations,3,False,True,0
4911,World War II,1,False,False,0
4912,World War II,3,False,False,0
4913,Urbanization,4,False,False,1
4914,World War II,1,True,False,0
4915,Sociology,4,False,False,0
4916,Psychology,4,False,False,0
4917,Photosynthesis,5,True,True,1
4918,Blockchain,3,False,True,0
4919,Economics,1,False,True,0
4920,Renaissance,3,False,False,0
4921,Urbanization,4,False,False,1
4922,Quantum mechanics,3,False,False,0
4923,Algebra,5,False,False,0
4924,Urbanization,1,False,False,1
4925,Psychology,5,False,True,1
4926,Statistics,2,True,True,1
4927,Weather,2,False,True,0
4928,Quantum mechanics,1,False,False,0
4929,Weather,1,True,False,1
4930,Quantum mechanics,2,False,False,0
4931,United Nations,5,False,True,0
4932,Statistics,1,False,True,0
4933,World War II,3,False,True,0
4934,Machine learning,4,True,False,0
4935,United States,5,True,False,0
4936,Algebra,5,True,False,0
4937,Renaissance,4,True,True,0
4938,Machine learning,1,False,False,1
4939,Urbanization,3,False,False,0
4940,World War II,1,True,False,0
4941,Machine learning,4,False,False,0
4942,Weather,1,False,False,0
4943,Veganism,2,False,True,0
4944,Statistics,5,False,False,0
4945,Urbanization,4,False,False,1
4946,Machine learning,3,True,False,0
4947,Volcano,1,False,False,0
4948,Photosynthesis,5,False,False,0
4949,Weather,4,False,False,0
4950,Urbanization,1,False,True,0
4951,Volcano,4,True,False,0
4952,Virtual reality,3,False,False,0
4953,Volcano,2,False,True,1
4954,World War II,3,False,False,0
4955,Sociology,1,True,True,1
4956,Machine learning,3,False,False,0
4957,World War II,3,False,False,0
4958,Urbanization,7,False,True,1
4959,Quantum mechanics,5,True,False,0
4960,Psychology,1,True,True,0
4961,Algebra,2,False,False,0
4962,Economics,3,True,True,0
4963,Virtual reality,2,False,True,0
4964,Quantum mechanics,1,True,False,0
4965,Urbanization,1,True,False,0
4966,Virtual reality,1,True,False,0
4967,Veganism,4,False,False,0
4968,Machine learning,6,False,False,0
4969,Psychology,4,True,False,0
4970,United Nations,6,False,False,0
4971,Volcano,2,False,False,0
4972,Statistics,2,False,False,0
4973,Renaissance,2,True,False,0
4974,Urbanization,3,False,False,0
4975,Sociology,1,False,False,1
4976,Statistics,4,False,False,0
4977,Psychology,3,True,False,0
4978,Photosynthesis,2,False,True,1
4979,Blockchain,4,False,False,1
4980,Statistics,4,True,False,0
4981,Algebra,2,False,True,0
4982,Economics,1,True,False,0
4983,Psychology,1,True,True,0
4984,Quantum mechanics,2,False,False,0
4985,Psychology,2,False,False,1
4986,Sociology,4,True,False,0
4987,Volcano,5,False,True,0
4988,Volcano,1,False,False,1
4989,Urbanization,1,True,False,0
4990,Algebra,2,False,False,1
4991,Renaissance,4,True,False,0
4992,Quantum mechanics,3,False,False,0
4993,Blockchain,2,False,False,0
4994,Quantum mechanics,3,True,False,0
4995,Quantum mechanics,4,True,False,0
4996,Statistics,2,False,True,0
4997,Blockchain,2,False,False,1
4998,Sociology,3,False,False,0
4999,Urbanization,4,True,True,1
5000,Photosynthesis,4,False,False,0
5001,United States,1,True,True,1
5002,Blockchain,4,False,False,0
5003,Weather,3,False,False,0
5004,Blockchain,3,False,False,0
5005,Quantum mechanics,1,True,False,0
5006,Quantum mechanics,3,True,False,1
5007,Quantum mechanics,4,True,True,1
5008,Sociology,1,False,True,0
5009,World War II,3,False,False,1
5010,Machine learning,2,False,True,0
5011,Urbanization,2,False,True,0
5012,Veganism,5,False,False,1
5013,World War II,3,False,True,0
5014,Machine learning,4,False,False,0
5015,Economics,4,False,True,0
5016,World War II,2,False,True,0
5017,Psychology,1,True,False,0
5018,Algebra,1,False,True,0
5019,Sociology,3,False,False,1
5020,Algebra,2,False,False,0
5021,Blockchain,2,False,True,0
5022,Volcano,5,False,False,0
5023,Virtual reality,1,True,True,1
5024,Statistics,1,False,True,0
5025,Economics,2,True,False,0
5026,Quantum mechanics,2,True,False,0
5027,United Nations,2,False,True,0
5028,Volcano,4,False,False,0
5029,Virtual reality,1,False,False,1
5030,Machine learning,2,False,False,0
5031,Statistics,1,False,False,0
5032,Psychology,4,True,True,1
5033,Statistics,1,True,True,0
5034,Algebra,4,False,False,0
5035,Economics,3,True,False,0
5036,Quantum mechanics,5,False,False,0
5037,Weather,1,True,False,0
5038,Machine learning,1,True,False,0
5039,World War II,4,False,False,1
5040,Machine learning,2,False,False,0
5041,Photosynthesis,5,False,False,0
5042,Volcano,3,True,False,1
5043,Weather,4,False,False,0
5044,Renaissance,4,True,False,0
5045,United Nations,5,False,False,1
5046,United States,5,True,False,0
5047,Veganism,5,False,True,0
5048,Weather,1,False,False,0
5049,Economics,2,False,True,0
5050,Algebra,4,True,False,0
5051,Photosynthesis,2,False,False,0
5052,Psychology,2,True,False,0
5053,United Nations,3,True,False,0
5054,Economics,3,True,False,1
5055,Economics,3,False,True,1
5056,United States,3,False,False,1
5057,Veganism,1,False,False,0
5058,Urbanization,1,False,False,0
5059,United Nations,2,False,False,0
5060,Virtual reality,1,True,True,0
5061,Quantum mechanics,2,False,True,0
5062,Weather,3,True,False,0
5063,Photosynthesis,1,True,False,0
5064,Psychology,1,False,False,0
5065,World War II,3,True,False,0
5066,United States,2,True,True,0
5067,Sociology,2,True,False,1
5068,Statistics,3,False,False,0
5069,Virtual reality,1,False,False,0
5070,World War II,2,True,False,0
5071,Virtual reality,1,False,False,1
5072,Blockchain,4,False,False,0
5073,Quantum mechanics,4,False,False,1
5074,World War II,2,False,False,1
5075,Virtual reality,4,False,False,0
5076,Algebra,3,False,False,0
5077,Sociology,1,False,False,0
5078,Photosynthesis,2,True,False,0
5079,World War II,2,False,True,0
5080,Photosynthesis,4,False,False,0
5081,Veganism,4,False,False,0
5082,Photosynthesis,3,False,False,0
5083,United States,1,False,False,0
5084,Photosynthesis,2,False,True,0
5085,Economics,4,False,False,0
5086,Weather,2,False,False,1
5087,Economics,3,False,False,0
5088,Sociology,3,True,False,1
5089,Psychology,3,False,False,0
5090,Volcano,3,False,False,0
5091,Blockchain,4,False,False,1
5092,United States,1,False,False,0
5093,Machine learning,1,True,True,0
5094,Quantum mechanics,4,False,False,0
5095,Statistics,3,True,True,1
5096,Volcano,2,False,False,0
5097,Quantum mechanics,5,True,False,0
5098,Quantum mechanics,3,False,True,0
5099,Renaissance,2,False,False,0
5100,Psychology,2,False,True,0
5101,Veganism,1,False,False,0
5102,Photosynthesis,3,False,False,0
5103,United Nations,3,False,True,0
5104,Renaissance,5,True,False,0
5105,Machine learning,3,True,False,0
5106,Algebra,4,False,True,0
5107,Psychology,5,True,False,1
5108,Veganism,4,False,True,0
5109,United States,1,False,True,0
5110,Machine learning,2,False,False,0
5111,Renaissance,2,False,True,0
5112,Volcano,3,False,False,1
5113,Quantum mechanics,1,True,False,0
5114,Blockchain,1,True,False,0
5115,Renaissance,1,True,False,0
5116,Virtual reality,2,False,False,1
5117,Veganism,4,True,True,0
5118,Veganism,3,False,True,0
5119,Volcano,1,False,True,1
5120,Economics,3,True,False,0
5121,Machine learning,3,False,False,0
5122,Weather,2,True,True,0
5123,Sociology,2,False,False,1
5124,United Nations,3,False,False,0
5125,United Nations,2,True,True,1
5126,Statistics,1,False,False,0
5127,Sociology,4,True,False,0
5128,Machine learning,2,True,False,0
5129,Statistics,6,False,True,0
5130,Veganism,7,True,False,1
5131,Urbanization,3,True,True,0
5132,Machine learning,5,False,False,1
5133,United States,1,True,False,1
5134,Quantum mechanics,4,False,True,0
5135,Algebra,3,False,True,0
5136,Machine learning,3,False,False,0
5137,World War II,6,False,False,0
5138,World War II,3,True,True,1
5139,Machine learning,1,True,False,1
5140,United States,1,False,False,1
5141,Virtual reality,4,False,True,0
5142,Blockchain,5,False,False,1
5143,Veganism,2,True,False,1
5144,Statistics,3,False,False,1
5145,United States,3,False,False,0
5146,Psychology,3,True,True,0
5147,Urbanization,3,False,True,0
5148,Veganism,3,False,False,1
5149,Statistics,1,False,False,0
5150,United States,2,True,False,0
5151,Statistics,1,True,False,0
5152,Statistics,5,False,True,0
5153,World War II,1,False,True,0
5154,Weather,4,False,True,0
5155,United States,4,False,False,0
5156,Volcano,3,False,False,0
5157,United Nations,1,False,False,0
5158,Blockchain,4,False,False,0
5159,Veganism,1,False,True,1
5160,United Nations,1,False,False,0
5161,Quantum mechanics,4,False,True,0
5162,United Nations,2,True,False,1
5163,Quantum mechanics,1,False,True,0
5164,World War II,2,True,False,1
5165,Sociology,3,False,True,0
5166,Statistics,2,False,False,1
5167,Renaissance,3,False,False,0
5168,Machine learning,2,False,False,0
5169,Urbanization,2,False,True,0
5170,Economics,4,False,False,0
5171,Urbanization,3,False,True,0
5172,Sociology,1,False,False,0
5173,Psychology,3,False,True,0
5174,Veganism,1,False,False,1
5175,Virtual reality,4,False,False,0
5176,Quantum mechanics,1,True,False,0
5177,Statistics,2,True,False,0
5178,Sociology,2,False,True,0
5179,Photosynthesis,1,True,True,1
5180,United Nations,3,True,False,1
5181,Machine learning,4,False,False,0
5182,Virtual reality,4,False,True,0
5183,Blockchain,4,True,False,0
5184,Urbanization,2,False,True,0
5185,Machine learning,2,False,False,0
5186,Veganism,3,False,False,0
5187,World War II,4,True,False,0
5188,World War II,2,False,False,0
5189,Photosynthesis,5,True,True,0
5190,Virtual reality,1,True,True,1
5191,Urbanization,2,False,False,0
5192,United States,4,False,True,0
5193,Psychology,2,False,False,1
5194,Machine learning,3,False,False,0
5195,Weather,3,False,False,1
5196,Machine learning,6,False,False,1
5197,Psychology,4,False,False,0
5198,Blockchain,5,True,True,0
5199,United States,3,True,False,1
5200,Urbanization,3,False,False,0
5201,United Nations,2,False,False,0
5202,World War II,1,False,False,0
5203,World War II,4,True,False,0
5204,Statistics,1,True,True,0
5205,Renaissance,5,False,False,0
5206,Blockchain,2,False,False,1
5207,Blockchain,4,True,False,0
5208,United States,5,False,False,0
5209,Sociology,4,False,True,0
5210,Quantum mechanics,4,True,False,0
5211,Blockchain,1,False,False,1
5212,Weather,3,False,False,0
5213,Photosynthesis,1,False,False,0
5214,Machine learning,1,False,False,1
5215,United Nations,1,True,False,0
5216,Virtual reality,1,False,False,0
5217,Veganism,2,False,False,0
5218,Machine learning,4,False,False,0
5219,Blockchain,2,True,False,1
5220,Psychology,4,False,True,0
5221,Blockchain,3,True,False,1
5222,Renaissance,1,False,False,1
5223,Algebra,2,False,False,0
5224,Sociology,5,True,False,0
5225,Algebra,3,False,False,0
5226,Sociology,3,False,False,0
5227,United States,1,True,True,1
5228,Renaissance,3,False,False,0
5229,Virtual reality,2,False,False,0
5230,Blockchain,2,True,False,0
5231,Algebra,1,True,False,0
5232,Statistics,3,False,True,0
5233,World War II,6,False,False,0
5234,Quantum mechanics,4,True,False,0
5235,Algebra,3,False,False,0
5236,Psychology,1,False,True,1
5237,Sociology,4,True,True,0
5238,Urbanization,3,False,True,0
5239,Renaissance,1,False,False,1
5240,Sociology,2,True,True,0
5241,Weather,4,False,False,1
5242,Renaissance,5,False,False,0
5243,Blockchain,3,False,True,0
5244,Machine learning,2,False,True,0
5245,Blockchain,1,False,True,0
5246,Psychology,2,False,False,1
5247,Quantum mechanics,1,False,False,0
5248,Machine learning,1,True,False,1
5249,Virtual reality,1,False,True,1
5250,Quantum mechanics,1,False,True,0
5251,Statistics,1,False,False,1
5252,United States,4,True,False,0
5253,United States,3,True,False,0
5254,Renaissance,3,True,True,0
5255,Sociology,5,True,True,1
5256,Blockchain,1,False,False,0
5257,World War II,1,False,True,0
5258,Urbanization,1,False,False,0
5259,World War II,3,False,False,1
5260,Statistics,5,True,False,0
5261,United States,4,False,False,0
5262,Urbanization,5,True,True,1
5263,World War II,3,False,True,1
5264,Urbanization,3,True,False,1
5265,United Nations,3,True,False,1
5266,Veganism,2,False,True,0
5267,Statistics,2,False,False,0
5268,Psychology,1,False,False,0
5269,Economics,5,False,True,0
5270,Algebra,2,False,True,0
5271,Algebra,3,False,False,0
5272,Urbanization,4,False,True,0
5273,World War II,3,False,False,0
5274,Blockchain,4,True,False,0
5275,Weather,5,True,False,0
5276,Urbanization,4,False,True,0
5277,Quantum mechanics,3,False,True,1
5278,Photosynthesis,1,False,False,0
5279,Machine learning,3,False,True,0
5280,United Nations,3,True,False,1
5281,Renaissance,1,False,False,0
5282,Algebra,3,True,False,0
5283,Virtual reality,4,False,False,0
5284,Statistics,1,True,True,1
5285,Quantum mechanics,3,True,False,0
5286,Weather,2,False,False,0
5287,World War II,5,False,False,0
5288,Quantum mechanics,1,False,False,0
5289,Volcano,4,True,False,1
5290,Renaissance,1,False,False,0
5291,Machine learning,1,False,False,0
5292,Algebra,4,False,False,0
5293,Volcano,3,False,False,0
5294,Sociology,2,False,False,1
5295,Sociology,2,True,False,1
5296,Weather,2,False,False,1
5297,Economics,2,True,True,1
5298,United Nations,3,True,False,0
5299,Machine learning,1,False,False,0
5300,Photosynthesis,5,False,False,0
5301,Volcano,1,True,True,0
5302,Virtual reality,4,True,False,0
5303,Urbanization,3,True,False,1
5304,Weather,1,True,False,0
5305,Quantum mechanics,1,True,False,0
5306,Algebra,2,True,False,0
5307,Statistics,5,True,False,0
5308,Weather,2,False,False,1
5309,Psychology,1,True,True,0
5310,Quantum mechanics,2,False,False,0
5311,Economics,4,True,False,0
5312,Machine learning,1,False,False,0
5313,Sociology,2,False,False,0
5314,Quantum mechanics,4,True,False,1
5315,Urbanization,3,True,True,0
5316,United Nations,3,False,False,1
5317,World War II,2,False,False,0
5318,Urbanization,4,False,False,0
5319,Renaissance,2,False,False,0
5320,Photosynthesis,1,False,True,0
5321,United States,1,False,False,0
5322,Virtual reality,2,True,True,0
5323,Machine learning,3,False,False,0
5324,Machine learning,1,False,False,0
5325,Weather,3,False,True,1
5326,Virtual reality,1,True,True,0
5327,Photosynthesis,3,False,False,0
5328,Machine learning,3,False,True,0
5329,United States,2,False,True,0
5330,World War II,3,False,False,0
5331,Economics,3,True,False,0
5332,United States,1,True,False,0
5333,Statistics,3,False,False,0
5334,Photosynthesis,4,True,True,0
5335,Urbanization,4,False,False,0
5336,Blockchain,1,False,False,1
5337,Volcano,3,True,True,0
5338,Machine learning,2,True,True,0
5339,Renaissance,3,False,True,0
5340,Photosynthesis,3,False,False,0
5341,Volcano,3,False,True,0
5342,Urbanization,2,True,False,0
5343,Weather,2,False,False,0
5344,Psychology,1,True,True,0
5345,Virtual reality,4,False,False,0
5346,Renaissance,5,False,True,0
5347,United Nations,2,True,False,0
5348,Virtual reality,5,False,False,0
5349,Urbanization,3,False,True,0
5350,Renaissance,3,False,False,1
5351,United Nations,4,True,False,0
5352,Weather,1,False,True,0
5353,Economics,2,False,True,0
5354,Sociology,3,False,False,0
5355,Urbanization,3,False,False,0
5356,Volcano,5,False,False,0
5357,Algebra,4,False,False,0
5358,Renaissance,4,False,True,1
5359,United States,1,True,False,1
5360,Veganism,4,False,True,0
5361,Economics,2,False,True,0
5362,Blockchain,3,True,False,0
5363,Algebra,2,False,False,0
5364,Psychology,1,True,True,1
5365,Sociology,4,True,True,1
5366,Photosynthesis,2,False,False,0
5367,Volcano,5,True,False,0
5368,World War II,1,False,False,1
5369,Renaissance,3,False,False,1
5370,World War II,1,False,False,0
5371,Machine learning,1,False,False,0
5372,World War II,1,True,False,0
5373,Urbanization,1,False,True,0
5374,Veganism,1,False,False,0
5375,Blockchain,3,False,False,0
5376,Volcano,5,False,False,0
5377,Volcano,2,True,False,1
5378,Sociology,3,True,False,0
5379,Algebra,1,False,False,0
5380,Photosynthesis,4,False,False,0
5381,Algebra,1,True,False,1
5382,Weather,2,True,False,1
5383,Blockchain,4,True,False,0
5384,Urbanization,2,False,False,1
5385,United Nations,3,False,True,1
5386,United States,2,False,True,1
5387,Sociology,3,True,False,0
5388,Quantum mechanics,2,True,False,0
5389,United Nations,1,False,False,0
5390,Weather,1,True,False,0
5391,Statistics,1,False,True,0
5392,Psychology,2,False,False,1
5393,World War II,3,True,False,1
5394,Sociology,1,False,False,0
5395,Weather,1,False,False,0
5396,Statistics,1,True,False,1
5397,Weather,4,False,False,0
5398,United States,4,False,True,0
5399,Economics,1,False,False,0
5400,Photosynthesis,7,False,False,0
5401,World War II,2,False,True,0
5402,Weather,4,False,False,0
5403,Algebra,3,False,False,1
5404,Psychology,1,True,True,0
5405,Weather,2,False,False,0
5406,Algebra,3,True,False,0
5407,Economics,4,False,True,0
5408,Psychology,2,True,False,1
5409,Urbanization,2,False,True,1
5410,Veganism,1,False,False,1
5411,United States,1,False,False,0
5412,Veganism,3,False,False,0
5413,Veganism,2,True,True,1
5414,Virtual reality,3,True,False,0
5415,Blockchain,2,False,False,1
5416,Weather,4,False,False,0
5417,Urbanization,1,False,False,0
5418,Algebra,3,False,False,0
5419,Veganism,3,False,True,0
5420,Volcano,3,True,False,0
5421,Quantum mechanics,3,False,False,0
5422,Photosynthesis,1,False,False,0
5423,Virtual reality,3,True,True,0
5424,World War II,5,False,False,1
5425,Blockchain,1,True,False,0
5426,Blockchain,4,False,False,0
5427,Sociology,1,True,False,0
5428,United Nations,1,False,True,0
5429,Quantum mechanics,5,False,False,0
5430,United States,1,False,False,1
5431,United States,2,True,False,0
5432,Machine learning,2,True,False,0
5433,Economics,5,False,True,0
5434,Volcano,4,False,False,0
5435,United States,2,False,False,1
5436,Psychology,3,False,False,1
5437,Veganism,5,False,False,0
5438,Renaissance,5,True,False,1
5439,Psychology,2,False,False,1
5440,World War II,4,False,True,0
5441,Statistics,3,True,False,0
5442,Urbanization,1,False,False,1
5443,Veganism,2,False,False,0
5444,Virtual reality,1,False,True,0
5445,Weather,3,True,False,0
5446,Economics,1,False,True,0
5447,Statistics,2,False,True,1
5448,World War II,3,False,False,0
5449,Statistics,3,False,False,0
5450,Machine learning,1,False,True,1
5451,United States,3,True,True,0
5452,Sociology,1,False,False,1
5453,Psychology,4,False,False,0
5454,Quantum mechanics,2,False,False,0
5455,United Nations,2,True,False,0
5456,United States,4,False,False,0
5457,United Nations,1,False,False,0
5458,Renaissance,2,False,True,0
5459,United States,2,True,False,1
5460,United States,2,True,False,0
5461,Quantum mechanics,1,False,False,0
5462,United States,2,False,False,0
5463,Veganism,2,False,False,0
5464,Economics,3,False,False,0
5465,Urbanization,3,False,False,0
5466,Photosynthesis,1,True,True,0
5467,Veganism,2,True,True,0
5468,Psychology,2,False,False,1
5469,Economics,3,True,False,1
5470,Machine learning,3,True,True,0
5471,United States,3,True,False,1
5472,Statistics,1,True,True,0
5473,Machine learning,3,False,False,1
5474,Quantum mechanics,2,True,True,0
5475,Urbanization,2,False,False,0
5476,Urbanization,1,True,False,1
5477,Weather,4,False,False,0
5478,Volcano,2,False,True,0
5479,Algebra,2,False,False,1
5480,Weather,4,False,True,1
5481,World War II,4,False,False,0
5482,Statistics,3,False,True,0
5483,Quantum mechanics,1,True,True,0
5484,Statistics,1,False,False,0
5485,Volcano,3,False,False,1
5486,World War II,2,False,False,0
5487,Statistics,1,True,True,0
5488,World War II,2,False,False,0
5489,Volcano,2,True,True,1
5490,Renaissance,3,False,False,0
5491,Urbanization,2,False,True,0
5492,United States,1,False,False,0
5493,Psychology,4,True,False,1
5494,United Nations,1,False,False,0
5495,Urbanization,4,False,False,0
5496,Weather,2,False,False,0
5497,Economics,4,True,False,0
5498,Machine learning,3,False,True,0
5499,Weather,2,False,False,0
5500,Quantum mechanics,1,False,False,0
5501,United Nations,5,True,False,0
5502,Economics,2,False,False,0
5503,Machine learning,1,False,False,1
5504,Veganism,1,False,False,1
5505,Quantum mechanics,1,False,False,0
5506,Weather,5,True,False,0
5507,Veganism,2,False,False,1
5508,Psychology,3,False,False,0
5509,World War II,1,True,True,0
5510,Volcano,2,True,True,1
5511,Algebra,1,False,False,1
5512,Weather,5,False,False,1
5513,Psychology,4,False,False,0
5514,Algebra,3,False,False,0
5515,Weather,2,True,False,0
5516,Renaissance,1,False,True,1
5517,Quantum mechanics,4,True,True,1
5518,Veganism,4,True,False,0
5519,Renaissance,3,True,True,0
5520,Renaissance,2,False,False,0
5521,Quantum mechanics,4,False,False,1
5522,Veganism,1,False,False,1
5523,Veganism,6,False,False,0
5524,Sociology,3,False,False,0
5525,Blockchain,3,False,False,1
5526,Machine learning,3,True,False,0
5527,Sociology,3,False,False,1
5528,Weather,4,False,False,0
5529,Photosynthesis,3,False,False,0
5530,Economics,2,False,False,0
5531,Blockchain,4,False,False,0
5532,United Nations,3,True,False,0
5533,Photosynthesis,5,True,False,1
5534,Psychology,5,False,False,0
5535,Sociology,1,False,False,0
5536,Quantum mechanics,2,False,False,1
5537,United States,1,True,False,0
5538,Statistics,4,True,True,0
5539,Statistics,5,False,False,0
5540,United Nations,2,False,False,0
5541,Veganism,2,False,True,1
5542,Weather,4,False,False,1
5543,United Nations,2,False,False,0
5544,Blockchain,4,True,False,0
5545,Renaissance,4,False,False,1
5546,Veganism,3,False,True,1
5547,Veganism,1,True,False,0
5548,World War II,3,False,False,0
5549,Virtual reality,3,True,False,0
5550,Algebra,4,False,False,0
5551,Volcano,4,False,False,1
5552,United States,3,True,False,0
5553,Sociology,2,True,True,0
5554,Economics,3,False,True,0
5555,Statistics,1,True,True,1
5556,Quantum mechanics,5,False,True,0
5557,Volcano,2,False,True,0
5558,United Nations,4,True,False,0
5559,United States,2,True,True,0
5560,United States,3,False,True,1
5561,World War II,3,False,True,0
5562,Volcano,3,False,False,0
5563,Virtual reality,3,False,True,0
5564,Machine learning,2,False,False,0
5565,Statistics,2,False,True,0
5566,United States,2,False,False,0
5567,Psychology,3,True,False,0
5568,Photosynthesis,2,False,False,0
5569,Psychology,2,False,False,0
5570,Quantum mechanics,4,True,False,0
5571,Quantum mechanics,4,False,True,0
5572,United Nations,3,False,True,0
5573,Statistics,2,True,False,0
5574,Renaissance,1,False,True,1
5575,Veganism,1,False,True,1
5576,Renaissance,1,False,True,0
5577,Algebra,3,False,False,0
5578,Weather,2,True,True,1
5579,United Nations,1,False,True,0
5580,United Nations,3,True,True,0
5581,United Nations,2,True,False,1
5582,World War II,2,False,False,0
5583,Algebra,2,False,False,1
5584,Machine learning,2,True,True,0
5585,Volcano,1,False,False,0
5586,Photosynthesis,3,False,False,1
5587,United Nations,2,True,True,1
5588,Algebra,3,False,False,0
5589,Statistics,1,False,False,1
5590,World War II,3,False,False,1
5591,Economics,4,False,False,0
5592,United States,7,False,False,0
5593,Economics,1,True,True,1
5594,Quantum mechanics,2,False,False,0
5595,Algebra,3,True,False,0
5596,Urbanization,4,False,False,1
5597,Sociology,3,True,True,1
5598,United States,1,False,False,0
5599,Sociology,5,True,True,0
5600,Photosynthesis,2,False,False,0
5601,Blockchain,1,True,False,0
5602,Weather,5,False,False,1
5603,Economics,3,False,False,0
5604,Machine learning,5,False,True,0
5605,Economics,4,False,False,1
5606,Algebra,1,False,False,0
5607,Statistics,4,False,False,0
5608,Psychology,1,False,False,1
5609,Renaissance,3,False,True,0
5610,Virtual reality,3,True,False,0
5611,Machine learning,1,True,False,0
5612,United Nations,3,False,False,0
5613,Weather,1,False,False,0
5614,Machine learning,1,True,False,0
5615,Photosynthesis,1,False,True,1
5616,Machine learning,3,False,False,1
5617,Renaissance,2,False,False,0
5618,Machine learning,4,False,False,0
5619,United States,3,False,False,0
5620,United States,3,False,True,1
5621,Virtual reality,3,False,False,0
